CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
24440000-0;Diverse Düngemittel;Miscellaneous fertilisers;Abonos diversos;Engrais divers;Fertilizantes diversos;24440000
24451000-0;Pestizide;Pesticides;Pesticidas;Pesticides;Pesticidas;24451000
24541000-8;Vinylacetatpolymere in Primärformen;Primary-form polymers of vinyl acetate;Polímeros de acetato de vinilo en formas primarias;Polymères d'acétate de vinyle sous forme primaire;Polímeros de acetato de vinilo em formas primárias;24541000
24911000-3;Gelatine;Gelatines;Gelatinas;Gélatines;Gelatinas;24911000
24931230-0;Entwickler für Röntgenfilme;X-ray developers;Reveladores para radiografías;Révélateurs pour radiologie;Reveladores de raios X;24931230
24952000-2;Modelliermassen;Modelling pastes;Pastas para modelar;Pâtes à modeler;Pastas para modelar;24952000
24953000-9;Appreturhilfsmittel;Finishing agents;Agentes de acabado;Agents de finissage;Agentes de acabamento;24953000
30124140-7;Fuser-Reinigungsfilz;Fuser cleaning pad;Almohadilla de limpieza del fusor;Tampon de nettoyage de l'unité de fusion;Escovas de limpeza para módulos de fusão;30124140
30161000-5;Kreditkarten;Credit cards;Tarjetas de crédito;Cartes de crédit;Cartões de crédito;30161000
30176000-3;Prägegerät;Tape embosser;Rotuladoras manuales de cinta;Titreuse manuelle;Máquina para gravação de relevos em fita;30176000
30191200-6;Overheadprojektoren;Overhead projectors;Retroproyectores;Rétroprojecteurs;Retroprojectores;30191200
30192134-9;Bleistifthalter;Pencil holders;Portalápices;Porte-crayons;Porta-lápis;30192134
30194500-0;Beschriftungshilfen;Lettering aids;Artículos para rotulación;Trace-lettres;Dispositivos para inserção de caracteres gráficos (lettering aids);30194500
30197120-3;Stifte;Tacks;Tachuelas;Pointes;Tachas;30197120
30197500-1;Siegelwachs;Sealing wax;Cera de lacrado;Cire à cacheter;Lacre;30197500
30197640-4;Selbstdurchschreibendes Papier oder Durchschlagpapier;Self-copy or other copy paper;Papel autocopia u otros papeles para copiar;Papier autocopiant ou autre papier à copies;Papel autocopiador ou para cópia;30197640
30199000-0;Bürobedarf aus Papier und andere Artikel;Paper stationery and other items;Artículos de papelería y otros artículos;Articles de papeterie et autres articles en papier;Artigos de papelaria e outros artigos de papel;30199000
30199600-6;Trennblätter;Dividers for stationery;Separadores;Intercalaires de papeterie;Separadores para artigos de papelaria;30199600
30199730-6;Visitenkarten;Business cards;Tarjetas de visita comerciales;Cartes de visite;Cartões de visita;30199730
30210000-4;Datenverarbeitungsgeräte (Hardware);Data-processing machines (hardware);Máquinas procesadoras de datos (hardware);Machines de traitement des données (matériel);Máquinas de processamento de dados (hardware);30210000
30233180-6;Flashspeichergeräte;Flash memory storage devices;Dispositivos de almacenamiento de memoria flash;Dispositifs de stockage à mémoire flash;Dispositivos de memória para memória-flash;30233180
30233310-7;Fingerabdruckleser;Fingerprint readers;Lectores de huellas dactilares;Lecteurs d'empreintes digitales;Leitores de impressões digitais;30233310
30237310-5;Schriftartenkassetten für Drucker;Font cartridges for printers;Cartuchos de conjuntos de caracteres para impresora;Cartouches de polices de caractères pour imprimantes;Cartuchos de fontes de caracteres para impressoras;30237310
31000000-6;"Elektrische Maschinen, Geräte, Ausstattung und Verbrauchsartikel; Beleuchtung";"Electrical machinery, apparatus, equipment and consumables; lighting";"Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación";"Machines, appareils, équipements et consommables électriques; éclairage";"Maquinaria, aparelhagem, equipamento e consumíveis eléctricos; iluminação";31000000
31120000-3;Generatoren;Generators;Generadores;Générateurs;Geradores;31120000
31212000-5;Leistungsschalter;Circuit breakers;Disyuntores;Disjoncteurs;Disjuntores;31212000
31214500-4;Schalttafeln;Electric switchboards;Cuadros eléctricos;Tableaux électriques;Quadros eléctricos;31214500
31221000-1;Elektrische Relais;Electrical relays;Relés eléctricos;Relais électriques;Relés eléctricos;31221000
31221700-8;Überlastrelais;Overload relays;Relés de sobrecarga;Relais de surcharge;Relés de sobrecarga;31221700
31321200-4;Nieder- und Mittelspannungskabel;Low- and medium-voltage cable;Cables de baja y media tensión;Câble basse et moyenne tension;Cabos de média e baixa tensão;31321200
31432000-3;Nickel-Kadmium-Akkumulatoren;Nickel-cadmium accumulators;Acumuladores de níquel-cadmio;Accumulateurs au nickel-cadmium;Acumuladores de níquel-cádmio;31432000
31681300-6;Elektrische Schaltungen;Electrical circuits;Circuitos eléctricos;Circuits électriques;Circuitos eléctricos;31681300
31711131-0;Elektrische Widerstände;Electrical resistors;Resistencias eléctricas;Résistances électriques;Resistências eléctricas;31711131
31711410-0;Kathodenstrahlröhren für Fernsehempfangsgeräte;Cathode-ray television picture tubes;Tubos catódicos para receptores de televisión;Tubes cathodiques pour récepteurs de télévision;Tubos catódicos para receptores de televisão;31711410
31712332-6;Thyristoren;Thyristors;Tiristores;Thyristors;Tiristores;31712332
31712334-0;Triacs;Triacs;Triacs;Triacs;Triacs (tiristores tríodos bidireccionais);31712334
32323300-6;Videoausrüstung;Video equipment;Equipo de vídeo;Matériel vidéo;Equipamento para vídeo;32323300
32324600-6;Digital-TV-Boxen;Digital-TV boxes;Descodificadores para televisión digital;Décodeurs de télévision numérique;Caixas de televisão digital;32324600
32332300-2;Tonaufzeichnungsgeräte;Sound recorders;Grabadores de sonido;Enregistreurs de son;Gravadores de som;32332300
32342200-4;Ohrhörer;Earphones;Auriculares;Écouteurs;Auriculares;32342200
32344200-8;Funkempfänger;Radio receivers;Receptores de radio;Récepteurs radio;Receptores de rádio;32344200
32352100-6;Teile für Funk- und Radaranlagen;Parts of radio and radar equipment;Partes de equipo de radio y radar;Pièces pour matériel radio et radar;Peças para equipamento de rádio e radar;32352100
32571000-6;Kommunikationsinfrastruktur;Communications infrastructure;Infraestructura de comunicaciones;Infrastructure de communications;Infra-estrutura de comunicações;32571000
32580000-2;Datenanlagen;Data equipment;Equipo de datos;Équipement de traitement de données;Equipamento para tratamento de dados;32580000
33111600-7;Radiografiegeräte;Radiography devices;Aparatos para radiografías;Instruments de radiographie;Aparelhos de radiografia;33111600
33111730-7;Angioplastie-Ausstattung;Angioplasty supplies;Material para angioplastia;Fournitures pour l'angioplastie;Material para angioplastia;33111730
33112200-0;Ultraschallanlage;Ultrasonic unit;Unidad de ultrasonidos;Échographe;Unidade de ultra-sons;33112200
33141730-6;Halskrawatten;Surgical collars;Collarines quirúrgicos;Minerves;Colares de Minerva;33141730
33158000-2;Elektrische, elektromagnetische und mechanische Behandlung;Electrical, electromagnetic and mechanical treatment;Terapia eléctrica, electromagnética y mecánica;Thérapie électrique, électromagnétique et mécanique;Terapêutica eléctrica, electromagnética e mecânica;33158000
33191110-9;Autoklaven;Autoclaves;Autoclaves;Autoclaves;Autoclaves;33191110
33193000-9;Behindertenfahrzeuge, Rollstühle und dazugehörige Ausrüstung;Invalid carriages, wheelchairs and associated devices;Sillas de ruedas y demás vehículos para inválidos y material asociado;Véhicules pour handicapés physiques, fauteuils roulants et dispositifs assimilés;Veículos para deficientes físicos, cadeiras de rodas e material afim;33193000
33194100-7;Ausrüstung und Instrumente für Infusion;Devices and instruments for infusion;Instrumentos y aparatos para perfusión;Appareils et instruments pour perfusion;Aparelhos e instrumentos para perfusão;33194100
33622500-1;Hämorridenmittel zur topischen Anwendung;Antihaemorrhoidals for topical use;Antihemorroidales de uso tópico;Antihémorroïdaires à usage topique;Anti-hemorroidais de uso tópico;33622500
33642300-5;Schilddrüsentherapie;Thyroid therapy medicinal products;Terapia tiroidea;Thérapeutique thyroïdienne;Terapêutica da tiróide;33642300
33651400-2;Antivirale Mittel zur systemischen Anwendung;Antivirals for systemic use;Antivirales para uso sistémico;Antiviraux à usage systémique;Antivíricos de uso sistémico;33651400
33661300-4;Antiepileptika;Antiepileptics;Antiepilépticos;Antiépileptiques;Antiepilépticos;33661300
33711750-9;Atemerfrischer;Mouth fresheners;Enjuagues y otros productos refrescantes bucales;Bains de bouche rafraîchissants;Refrescantes;33711750
33722000-7;Instrumente für die Hand- oder Fußpflege;Manicure or pedicure sets;Juegos para manicura o pedicura;Trousses de manucure ou de pédicure;Estojos para manicura ou pedicura;33722000
33764000-3;Papierservietten;Paper serviettes;Servilletas de papel;Serviettes de table en papier;Guardanapos de papel;33764000
33933100-0;Obduktionstische;Autopsy tables;Mesas de autopsia;Tables d'autopsie;Mesas de autópsia;33933100
33937000-7;Autopsiearbeitsplätze mit Auffangvorrichtung für Flüssigkeiten;Autopsy downdraft workstations or accessories;Mesas para autopsia con evacuación descendente, o accesorios;Stations de travail pour autopsie avec dispositif d'évacuation des liquides corporels ou accessoires;Estações de trabalho para autópsia com dispositivo de evacuação de líquidos;33937000
33952000-8;Antiputrefaktionsmasken;Transport equipment and auxiliary products to transportation;Mascarillas antiputrefacción;Masques antiputréfaction;Máscaras antiputrefacção;33952000
33953000-5;Postmortem-Bluterkennungssets oder Zubehör;Post-mortem blood detection kits or supplies;Material de detección de sangre en cadáveres;Kits ou fournitures de dépistage sanguin pour autopsie;Estojos ou material para detecção post mortem de sangue;33953000
34144710-8;Lademaschinen auf Reifen;Wheeled loaders;Cargadoras sobre ruedas;Chargeurs sur roues;Carregadores sobre rodas;34144710
34200000-9;Fahrzeugkarosserien, Anhänger oder Sattelanhänger;Vehicle bodies, trailers or semi-trailers;Carrocerías para vehículos, remolques o semirremolques;Carrosseries, remorques ou semi-remorques de véhicules;Carroçarias, reboques ou semi-reboques para veículos;34200000
34325200-3;Auspuffrohre;Exhaust pipes;Tubos de escape;Tuyaux d'échappement;Tubos de escape;34325200
34513000-6;Fischereifahrzeuge, Seenotkreuzer und andere Spezialschiffe;Fishing, emergency and other special vessels;Barcos pesqueros, barcos de emergencia y demás barcos especiales;Navires de pêche, navires de sauvetage et autres navires spécialisés;Barcos de pesca e de socorro e outras embarcações especiais;34513000
34513250-3;Schwimmbagger;Dredgers;Dragas;Dragues;Dragas;34513250
34513350-4;Taucherschiffe;Dive-support vessels;Embarcaciones auxiliares de buceo;Navires supports de plongée;Embarcações de apoio ao mergulho;34513350
34516000-7;Fender (Boote);Marine fenders;Defensas marinas;Défenses d'accostage;Barreiras marítimas;34516000
34522150-8;Katamarane;Catamaran sailing boats;Catamaranes a vela;Catamarans;Catamarãs à vela;34522150
34621100-7;Schienengebundene Güterwagen;Railway freight wagons;Vagones de carga;Wagons de marchandises;Vagões para o transporte de mercadorias;34621100
34630000-2;"Teile für Eisenbahn- oder Straßenbahnlokomotiven oder rollendes Material; Ausrüstung für die Eisenbahnverkehrssteuerung";"Parts of railway or tramway locomotives or rolling stock; railways traffic-control equipment";"Partes de locomotoras de ferrocarril o tranvía o material móvil; equipo de control del tráfico de ferrocarriles";Pièces détachées pour locomotives ou matériel ferroviaire roulant, équipement de commande et de contrôle du trafic ferroviaire;"Partes de locomotivas ferroviárias ou para circulação urbana e outro material circulante; equipamento de controlo do tráfego ferroviário";34630000
34740000-6;Ausrüstung für Luft- oder Raumfahrzeuge, Bodengeräte für die Flugausbildung, Simulatoren und zugehörige Teile;Aircraft or spacecraft equipment, trainers, simulators and associated parts;Equipamiento, entrenadores, simuladores de vuelo y sus partes para aeronaves o naves espaciales;Équipements, appareils d'entraînement, simulateurs et pièces pour aéronefs et spationefs;Equipamento, aparelhos de instrução e simuladores para aeronaves ou veículos espaciais, e respectivas peças;34740000
34946230-1;Klemmplatten, Unterlagsplatten und Schwellen;Rail clips, bedplates and ties;Bridas de unión, placas y tirantes de separación;Crapauds ferroviaires, plaques d'écartement et traverses;Placas de aperto, placas de separação e travessas;34946230
34955100-7;Schwimmende Lagervorrichtungen;Floating storage unit;Unidad de almacenamiento flotante;Unité de stockage flottante;Unidade de armazenagem flutuante;34955100
34966100-7;Funkpeilgerät (RDF);Radio Direction Finder (RDF);Radiogoniómetro (RDF);Radiogoniomètre (RDF);Radiogoniómetro (RDF);34966100
35113460-1;Schutzstrümpfe (Socken und andere Strumpfwaren);Protective socks or hosiery;Medias o calcetines de protección;Chaussettes ou articles de bonneterie de protection;Peúgas de protecção;35113460
35121600-4;Marken;Tags;Marcas;Marques;Chapas para marcação ou identificação;35121600
35200000-6;Polizeiausrüstung;Police equipment;Equipo para policía;Équipement de police;Equipamento para a polícia;35200000
35221000-9;Wasserwerfer;Water cannons;Cañones de agua;Canons à eau;Canhões de água;35221000
35250000-1;Mittel zur Abwehr von Hundeangriffen;Repellents for canine attack;Repelentes para ataques caninos;Répulsifs pour chiens;Repelentes contra ataques de cães;35250000
35261100-2;Anzeigetafeln mit wechselnder Meldung;Changing message indicator panels;Paneles indicadores de mensajes variables;Panneaux indicateurs à messages variables;Painéis indicadores de mensagens variáveis;35261100
35611800-8;Aufklärungsflugzeuge;Reconnaissance aircrafts;Aviones de reconocimiento;Avions de reconnaissance;Aviões de reconhecimento;35611800
35612100-8;Kampfhubschrauber;Combat helicopters;Helicópteros de combate;Hélicoptères de combat;Helicópteros de combate;35612100
35622500-5;Taktische antiballistische Raketen;Tactical anti-ballistic missiles;Misiles antimisiles tácticos;Missiles tactiques antibalistiques;Mísseis antibalísticos tácticos;35622500
35740000-3;Kampfsimulatoren;Battle simulators;Simuladores de combate;Simulateurs de combat;Simuladores de combate;35740000
37313000-5;Saiteninstrumente;String instruments;Instrumentos de cuerda;Instruments à cordes;Instrumentos musicais de cordas;37313000
37313900-4;Kontrabässe;Basses;Contrabajos;Basses;Contrabaixos;37313900
37314800-0;Englischhörner;English horns;Cornos ingleses;Cors anglais;Cornes ingleses;37314800
37411220-0;Schlittschuhe;Ice skates;Patines para hielo;Patins à glace;Patins para gelo;37411220
37451600-0;Pitching-Maschinen;Pitching machines;Máquinas lanzapelotas;Lance-balles automatiques;Máquinas de lançamento de bolas (pitching);37451600
37452000-1;Ausrüstungen für Schlägersportarten und Hallensportarten;Racquet and court sports equipment;Equipo para deportes de raqueta y cancha;Équipement pour sports de raquette et sur courts;Equipamento para desportos de raquete e court;37452000
37452610-0;Squashbälle;Squash balls;Pelotas de squash;Balles de squash;Bolas de squash;37452610
37462160-3;Handschuhe für Bogenschützen;Archery gloves;Guantes para el tiro con arco;Gants d'archer;Luvas para tiro ao arco;37462160
38434210-1;Sonometer;Sonometers;Sonómetros;Sonomètres;Sonómetros;38434210
38436120-7;Halteklammern für Erlenmeyerkolben-Rüttler;Erlenmeyer flask clamps for shakers;Soportes de matraz Erlenmeyer para agitadores;Pinces à flacons Erlenmeyer pour agitateurs;Pinças de balões de Erlenmeyer para agitadores;38436120
38436160-9;Reagenzglasständer für Rüttler;Test tube stand for shakers;Soportes de tubos de ensayo para agitadores;Porte-éprouvettes pour agitateurs;Suporte de tubos de ensaio para agitadores;38436160
38436300-3;Inkubator-Rüttler;Incubating shakers;Agitadores de incubación;Agitateurs d'incubation;Agitadores de incubação;38436300
38436320-9;Kolbenheizplatten;Heating plates for flasks;Placas térmicas para matraces;Plaques chauffantes pour flacons;Placas de aquecimento para recipientes;38436320
38515000-8;Fluoreszenz- und Polarisationsmikroskope;Fluorescent and polarising microscopes;Microscopios de fluorescencia y polarizantes;Microscopes polarisants et microscopes à fluorescence;Microscópios de fluorescência e de microscópios de polarização;38515000
38517100-3;Akustische Mikroskope;Acoustic microscopes;Microscopios acústicos;Microscopes acoustiques;Microscópios acústicos;38517100
38519200-8;Mikroskopobjektive;Microscope objectives;Objetivos de microscopio;Objectifs pour microscopes;Objectivas para microscópios;38519200
38519310-2;Photoanschlüsse für Mikroskope;Photo attachments for microscopes;Dispositivos fotográficos para microscopios;Accessoires photo pour microscopes;Dispositivos fotográficos para microscópios;38519310
38530000-9;Diffraktionsgeräte;Diffraction apparatus;Difractógrafos;Diffractographes;Difractómetros;38530000
38541000-9;Lötbarkeitsprüfgeräte;Solderability testers;Equipos de ensayo de soldabilidad;Testeurs de soudabilité;Aparelhos para ensaio da soldabilidade;38541000
38547000-1;Dosimetriesystem;Dosimetry system;Sistema de dosimetría;Système de dosimétrie;Sistema de dosimetria;38547000
38635000-5;Teleskope;Telescopes;Telescopios;Télescopes;Telescópios;38635000
38636110-6;Industrielaser;Industrial lasers;Láseres industriales;Lasers industriels;Lasers industriais;38636110
38654100-5;Mikrofilmgeräte;Microfilm equipment;Equipo para microfilmes;Matériel pour microfilms;Equipamento para microfilmes;38654100
38822000-3;Ferngesteuerte Sirenen;Remote-control siren devices;Dispositivos de telecontrol por sirenas;Sirènes télécommandées;Dispositivos de sirene de controlo remoto;38822000
39113400-1;Liegestühle;Deck chairs;Tumbonas;Chaises longues;Espreguiçadeiras;39113400
39113600-3;Bänke;Benches;Bancos para sentarse;Bancs;Bancos;39113600
39143123-4;Nachttische;Bedside tables;Mesillas de noche;Tables de chevet;Mesas de cabeceira;39143123
39162110-9;Lehrbedarf;Teaching supplies;Material escolar;Fournitures scolaires;Material pedagógico;39162110
39222100-5;Einweg-Gastronomiebedarf;Disposable catering supplies;Artículos desechables para catering;Fournitures jetables pour restauration;Material descartável para fornecimento de refeições (catering);39222100
39225720-8;Gläser;Jars;Jarros;Bocaux;Jarros;39225720
39295500-1;Teile, Verzierungen und Zubehör für Regenschirme, Sonnenschirme, Gehstöcke und ähnliche Artikel;Parts, trimmings and accessories of umbrellas, sunshades, walking sticks and similar articles;Partes, adornos y accesorios de paraguas, sombrillas, bastones y artículos similares;Pièces, garnitures et accessoires de parapluies, parasols, cannes et articles similaires;Peças, guarnições e acessórios para guarda-chuvas, guarda-sóis, bengalas e artigos similares;39295500
39525800-6;Putztücher;Cleaning cloths;Bayetas;Torchons de nettoyage;Panos de limpeza;39525800
39532000-0;Matten;Mats;Esteras;Paillassons;Capachos;39532000
39563520-7;Förderbänder aus Spinnstoffen;Textile conveyor belts;Cintas transportadoras de materia textil;Bandes convoyeuses en textile;Correias transportadoras de matérias têxteis;39563520
39712000-6;Elektrische Körperpflegegeräte für den Hausgebrauch;Electrical domestic appliances for use with the human body;Aparatos electrodomésticos para el cuidado del cuerpo humano;Appareils électrodomestiques pour soins corporels;Aparelhos domésticos para a higiene corporal;39712000
39714000-0;Dunstabzugs- oder Rückführungshauben;Ventilating or recycling hoods;Campanas aspirantes para extracción o reciclado;Hottes de ventilation ou de recyclage;Campânulas de ventilação ou reciclagem de ar;39714000
39715100-8;Elektrische Durchlauferhitzer oder Warmwasserspeicher und Tauchsieder;Electric instantaneous or storage water heaters and immersion heaters;Calentadores eléctricos de agua, instantáneos o de acumulación, y calentadores de inmersión;Distributeurs électriques d'eau chaude ou chauffe-eau à accumulation et thermoplongeurs;Aquecedores eléctricos de água, incluindo os de imersão, de aquecimento instantâneo ou de acumulação;39715100
39721200-4;Gaskühlschränke;Gas refrigerators;Frigoríficos de gas;Réfrigérateurs à gaz;Frigoríficos a gás;39721200
39812200-9;Schuhcremes;Shoe polishes;Betunes para calzado;Produits d'entretien des chaussures;Pomadas para calçado;39812200
42112100-8;Dampfturbinen;Steam turbines;Turbinas de vapor de agua;Turbines à vapeur d'eau;Turbinas a vapor de água;42112100
42112400-1;Turbinenausrüstung;Turbine equipment;Equipo de turbina;Équipements de turbines;Equipamento para turbinas;42112400
42124130-4;Teile für Druckluftmaschinen;Parts of pneumatic engines;Partes de máquinas neumáticas;Pièces pour machines pneumatiques;Peças para motores pneumáticos;42124130
42124310-0;Teile für Luftpumpen;Parts of air pumps;Partes de bombas de aire;Pièces pour pompes à air;Peças para bombas de ar;42124310
42132200-5;Teile für Hähne;Tap parts;Partes de grifos;Pièces pour robinets;Peças para torneiras;42132200
42163000-9;Dampferzeuger;Steam generators;Generadores de vapor;Générateurs de vapeur;Geradores de vapor;42163000
42414140-4;Containerkräne;Container cranes;Grúas de contenedores;Grues à conteneurs;Gruas de contentores;42414140
42416500-0;Rollsteige;Moving walkways;Pasillos móviles;Trottoirs roulants;Passadeiras rolantes;42416500
42418930-7;Seitenstapler;Sideloaders;Cargadores laterales;Chariots à prise latérale;Carregadores laterais;42418930
42419810-7;Teile für Bandförderer;Parts of belt conveyors;Partes de correas transportadoras;Pièces pour convoyeurs à bande;Peças para correias transportadoras;42419810
42637100-1;Werkzeugmaschinen zum Bohren von Metall;Machine tools for drilling metal;Máquinas herramienta para taladrar metales;Machines-outils à percer les métaux;Máquinas-ferramentas para furar metais;42637100
42641100-2;Werkzeugmaschinen für die Bearbeitung von Stein;Machine tools for working stone;Máquinas herramienta para trabajar piedra;Machines-outils pour le travail de la pierre;Máquinas-ferramentas para trabalhar pedra;42641100
42662100-5;Elektroschweißvorrichtungen;Electric welding equipment;Equipo eléctrico de soldadura;Matériel de soudage électrique;Equipamento para soldadura eléctrica;42662100
42675100-9;Teile für Kettensägen;Parts of chain saws;Partes de sierras de cadena;Pièces pour scies articulées;Peças para serras mecânicas;42675100
42720000-9;Teile von Maschinen für die Herstellung von Textilstoffen und Bekleidung;Parts of machinery for textile and apparel production;Partes de máquinas y aparatos para la producción de materias textiles y prendas de vestir;Pièces pour machines de l'industrie du textile et de l'habillement;Peças para máquinas para as indústrias têxtil e do vestuário;42720000
42921000-8;Maschinen zum Reinigen, Füllen, Verpacken oder Einpacken von Flaschen oder anderen Behältnissen;Machinery for cleaning, filling, packing or wrapping bottles or other containers;Máquinas y aparatos para limpiar, llenar, empaquetar o envolver botellas y demás recipientes;Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients;Máquinas para limpar, encher, empacotar ou embalar garrafas ou outros recipientes;42921000
42942200-3;Vakuumöfen;Vacuum ovens;Hornos de vacío;Étuves à vide;Fornos de vácuo;42942200
42965110-2;Lagersystem;Depot system;Sistema de depósito;Système de dépôt;Sistema de depósito;42965110
42991100-0;Buchbindereimaschinen;Bookbinding machinery;Máquinas y aparatos para encuadernación;Machines à relier;Máquinas para encadernação;42991100
42995000-7;Reinigungsmaschinen;Miscellaneous cleaning machines;Máquinas de limpieza diversas;Machines à nettoyer diverses;Máquinas de limpeza diversas;42995000
42996300-7;Abstreicher;Scrapers;Rascadores;Racloirs;Raspadeiras;42996300
43121300-0;Bohrloch-Komplettierungsvorrichtungen;Well-completion equipment;Equipo para acabado de pozos;Matériel d'achèvement de puits;Equipamento para acabamento de poços;43121300
43121500-2;Bohrlochprüfungsvorrichtungen;Well-testing equipment;Equipo para pruebas y ensayos para pozos;Matériel d'essais de puits;Equipamento para ensaio de poços;43121500
43132100-8;Bohrmaschinen;Drilling machinery;Equipo de sondeo;Machines de forage;Máquinas de perfurar;43132100
43133000-4;Ausrüstung für Ölbohrplattformen;Oil platform equipment;Equipo para plataforma de petróleo;Matériel de plate-forme pétrolière;Equipamento para plataforma petrolífera;43133000
43310000-9;Baumaschinen;Civil engineering machinery;Maquinaria de ingeniería civil;Machines de génie civil;Máquinas para engenharia civil;43310000
43312200-5;Splittstreumaschinen;Chippers;Máquinas esparcidoras de gravilla;Épandeuses de gravillons;Máquinas espalhadoras de gravilha;43312200
43327000-1;Vorgefertigte Anlagen;Prefabricated equipment;Equipo prefabricado;Matériel préfabriqué;Equipamento pré-fabricado;43327000
43613000-3;Teile für Kohle- oder Gesteinschrämmaschinen;Parts of coal or rock cutting machinery;Partes de cortadoras y arrancadoras de carbón o roca;Pièces pour haveuses à charbon ou à roche;Peças para máquinas cortadoras de carvão ou de rocha;43613000
44110000-4;Baustoffe;Construction materials;Materiales de construcción;Matériaux de construction;Materiais de construção;44110000
44112430-1;Dachbinder;Roof trusses;Cerchas;Fermes de toit;Asnas;44112430
44134000-8;Knierohre;Bends;Curvas;Raccords angulaires;Curvas;44134000
44231000-8;Fertige Zaunlatten;Made-up fencing panels;Paneles prefabricados para cercas;Panneaux de clôture prêts à poser;Painéis fabricados para vedações;44231000
44411750-6;WC-Spülkästen;Lavatory cisterns;Cisternas de inodoro;Réservoirs de chasse d'eau;Reservatórios de autoclismos para sanitários;44411750
44423340-6;Drahtseilzubehör zur Abfertigung von Waren;Wire-rope accessories for handling goods;Accesorios de cable para la manipulación de mercancías;Accessoires en câble pour la manutention de marchandises;Acessórios de arame para manuseamento de mercadorias;44423340
44423400-5;Schilder und Zubehör;Signs and related items;Señales y artículos conexos;Panneaux de signalisation et articles connexes;Sinais e artigos afins;44423400
44450000-9;Weichstahl;Mild steel;Acero dulce;Acier doux;Aço macio;44450000
44464000-0;Gleisketten für Raupenfahrzeuge;Caterpillar tracks;Orugas;Chenilles;Lagartas para veículos de rasto contínuo;44464000
44512700-9;Feilen oder Raspeln;Files or rasps;Limas o escofinas;Limes ou râpes;Limas ou raspadores;44512700
44512800-0;Schraubenzieher;Screwdrivers;Destornilladores;Tournevis;Chaves de fendas;44512800
44531510-9;Bolzen und Schrauben;Bolts and screws;Pernos y tornillos;Boulons et vis;Cavilhas e parafusos;44531510
44613400-4;Lagercontainer;Storage containers;Contenedores de almacenamiento;Conteneurs de stockage;Contentores para armazenagem;44613400
44613700-7;Abfallsammelbehälter;Refuse skips;Contenedores de basura;Bennes à déchets;Caixotes de lixo;44613700
44613800-8;Abfallcontainer;Containers for waste material;Contenedores para residuos;Conteneurs à déchets;Contentores para resíduos;44613800
44620000-2;Heizkörper und Heizkessel sowie Zubehör für Zentralheizungen;Central-heating radiators and boilers and parts;Radiadores y calderas para calefacción central, y sus partes;Radiateurs et chaudières pour chauffage central et pièces détachées;Caldeiras, radiadores e respectivas peças para aquecimento central;44620000
44921210-7;Kalkmehl;Powdered lime;Cal en polvo;Chaux en poudre;Cal em pó;44921210
45112340-0;Bodendekontaminationsarbeiten;Soil-decontamination work;Trabajos de descontaminación de suelos;Travaux de décontamination du sol;Descontaminação dos solos;45112340
45112410-2;Aushub von Gräbern;Grave-digging work;Trabajos de excavación de sepulturas;Travaux de fossoyage;Escavação de sepulturas;45112410
45121000-1;Versuchsbohrungen;Test drilling work;Trabajos de perforación;Travaux de sondage expérimental;Sondagem por perfuração;45121000
45212312-6;Bau von Ausstellungszentren;Exhibition centre construction work;Trabajos de construcción de centros de exposiciones;Travaux de construction de parcs des expositions;Construção de centro de exposições;45212312
45212340-1;Bau von Vortragssälen;Lecture hall construction work;Trabajos de construcción de salas de conferencias;Travaux de construction de salle de conférences;Construção de sala de conferências;45212340
45213313-0;Bau von Raststättengebäuden;Service-area building construction work;Trabajos de construcción de edificios de áreas de servicio;Travaux de construction de bâtiments d'aire de services;Construção de edifício de área de serviço;45213313
45214300-3;Bauarbeiten für Hochschulen;Construction work for college buildings;Trabajos de construcción de centros de formación profesional y técnica;Construction d'établissements d'enseignement supérieur;Construção de edifícios para ensino superior;45214300
45221230-3;Schächte;Shafts;Pozos de inspección;Puits;Poços de inspecção;45221230
45222110-3;Bau von Mülldeponien;Waste disposal site construction work;Trabajos de construcción de vertederos de residuos;Travaux de construction de décharges;Construção de depósito de resíduos;45222110
45232330-4;Errichtung von Antennen;Erection of aerials;Montaje de antenas;Montage d'antennes;Montagem de antenas;45232330
45232340-7;Bau von Basisstationen für den Mobilfunk;Mobile-telephone base-stations construction work;Trabajos de construcción de estaciones de base de telefonía móvil;Travaux de construction de stations de base de téléphonie mobile;Construção de estações de base para telefones móveis;45232340
45232421-9;Abwasserbehandlungsanlage;Sewage treatment works;Planta de tratamiento de aguas residuales;Station de traitement des eaux usées;Tratamento de águas residuais;45232421
45232422-6;Schlammbehandlungsanlagen;Sludge-treatment works;Planta de tratamiento de lodos;Station de traitement des boues;Estação de tratamento de lamas;45232422
45232460-4;Sanitäre Anlagen;Sanitary works;Trabajos sanitarios;Travaux d'installations sanitaires;Obras de saneamento;45232460
45233225-2;Bau von Straßen mit einer Fahrbahn;Single carriageway construction work;Trabajos de construcción de carreteras de calzada única;Travaux de construction de routes à chaussée unique;Construção de estrada com faixa de rodagem única;45233225
45248200-9;Bau von Trockendocks;Dry docks construction work;Trabajos de construcción de diques secos;Travaux de construction de cales sèches;Construção de docas secas;45248200
